Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095114.mp3;common_voice_de_21095114.mp3;0;290;290;110592;bekannt war er auch als übersetzer aus dem englischen und amerikanischen;bekannt war er auch als übersetzer aus dem englischen und amerikanischen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095117.mp3;common_voice_de_21095117.mp3;0;340;340;129792;als ausgebildeter apotheker widmete er sich seinem hobby den schmetterlingen;als ausgebildeter apotheker widmete er sich seinem hobby den schmetterlingen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095120.mp3;common_voice_de_21095120.mp3;0;204;204;77568;sie nannten ihn einen serbischen helde;sie nannten ihn einen serbischen helden;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095135.mp3;common_voice_de_21095135.mp3;0;167;167;63360;der letzte leiter war dirk werner;der letzte leiter war dirk werner;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095146.mp3;common_voice_de_21095146.mp3;0;321;321;122496;er löste damit seinen verschwenderischen und hochverschuldeten bruder christoph ab;er löste damit seinen verschwenderischen und hochverschuldeten bruder christoph ab;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095157.mp3;common_voice_de_21095157.mp3;0;192;192;72960;eine gruppe hat sich auf manteltiere spezialisiert;eine gruppe hat sich auf manteltiere spezialisiert;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095158.mp3;common_voice_de_21095158.mp3;0;298;298;113664;er nimmt noch immer an verschiedenen bewerben allerdings hauptsächlich in japan teil;er nimmt noch immer an verschiedenen bewerben allerdings hauptsächlich in japan teil;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095166.mp3;common_voice_de_21095166.mp3;0;140;140;52992;andere quellen geben schottland an;andere quellen geben schottland an;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095197.mp3;common_voice_de_21095197.mp3;0;243;243;92544;am bahnhof steht eine der ältesten eschen in europa;am bahnhof steht eine der ältesten eschen in europa;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095199.mp3;common_voice_de_21095199.mp3;0;387;387;147840;zugleich fand eine weltanschauliche überprüfung des bewerbers und seiner zuverlässigkeit als nationalsozialist statt;zugleich fand eine weltanschauliche überprüfung des bewerbers und seiner zuverlässigkeit als nationalsozialist statt;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095230.mp3;common_voice_de_21095230.mp3;0;210;210;79872;später führte er sein studium in münster fort;später führte er sein studium in münster fort;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095236.mp3;common_voice_de_21095236.mp3;0;254;254;96768;impfstoffe waren extrem knapp oder existierten gar nicht;impfstoffe waren extrem knapp oder existierten gar nicht;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095267.mp3;common_voice_de_21095267.mp3;0;205;205;77952;sie ist nur sehr selten in fließgewässern zu finden;sie ist nur sehr selten in fließgewässern zu finden;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095269.mp3;common_voice_de_21095269.mp3;0;252;252;96000;die form ist ein zwischenprodukt im zitrat zyklus;die form ist ein zwischenprodukt im citratzyklus;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095270.mp3;common_voice_de_21095270.mp3;0;124;124;46848;bezirk verbindet;bezirk verbindet;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095291.mp3;common_voice_de_21095291.mp3;0;222;222;84480;die märsche werden alphabetisch nach ihrem titel aufgelistet;die märsche werden alphabetisch nach ihrem titel aufgelistet;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095295.mp3;common_voice_de_21095295.mp3;0;228;228;86784;piers der königliche und der verliehene hochadel;peers der königliche und der verliehene hochadel;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095296.mp3;common_voice_de_21095296.mp3;0;260;260;99072;anstoß zur unbenennung gab geschäftsführer christian weitmann;anstoß zur umbenennung gab geschäftsführer christian weidmann;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21095324.mp3;common_voice_de_21095324.mp3;0;279;279;106368;damit konzentriert sich rund die hälfte der bevölkerung des landes in der hauptstadt;damit konzentriert sich rund die hälfte der bevölkerung des landes in der hauptstadt;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254330.mp3;common_voice_de_21254330.mp3;0;289;289;110208;deshalb bin ich dafür dass das parlament über die ernennung von direktoren befragt wird;deshalb bin ich dafür dass das parlament über die ernennung von direktoren befragt wird;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254331.mp3;common_voice_de_21254331.mp3;0;317;317;120960;zweitens eine verstärkte überwachung bestehender oder im baubefindlicher anlagen ist unerlässlich;zweitens eine verstärkte überwachung bestehender oder im bau befindlicher anlagen ist unerlässlich;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254332.mp3;common_voice_de_21254332.mp3;0;261;261;99456;die kommission könnte eine ganz entscheidende rolle beim erfahrungsaustausch spielen;die kommission könnte eine ganz entscheidende rolle beim erfahrungsaustausch spielen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254364.mp3;common_voice_de_21254364.mp3;0;112;112;42240;dazu stehe ich;dazu stehe ich;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254366.mp3;common_voice_de_21254366.mp3;0;307;307;117120;sie haben von dem zugang zu den städten mittels des städtischen nachverkehrs gesprochen;sie haben von dem zugang zu den städten mittels des städtischen nahverkehrs gesprochen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254368.mp3;common_voice_de_21254368.mp3;0;249;249;94848;wie ich birads sagte wollen wir das auch mit hilfe unserer programme tun;wie ich bereits sagte wollen wir das auch mit hilfe unserer programme tun;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254369.mp3;common_voice_de_21254369.mp3;0;183;183;69504;die kommission ist bereit entsprechend zu handeln;die kommission ist bereit entsprechend zu handeln;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254401.mp3;common_voice_de_21254401.mp3;0;103;103;38784;eher das gegenteil;eher das gegenteil;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254403.mp3;common_voice_de_21254403.mp3;0;314;314;119808;aber die folgen des intensiven wachstums für die beschäftigung treten nicht sofort in erscheinung;aber die folgen des intensiven wachstums für die beschäftigung treten nicht sofort in erscheinung;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254417.mp3;common_voice_de_21254417.mp3;0;204;204;77568;leider ist die welt nicht so wie wir sie uns wünschen;leider ist die welt nicht so wie wir sie uns wünschen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254418.mp3;common_voice_de_21254418.mp3;0;276;276;105216;meiner meinung nach gibt es einen weiteren grund die kommission zu unterstützen;meiner meinung nach gibt es einen weiteren grund die kommission zu unterstützten;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254419.mp3;common_voice_de_21254419.mp3;0;172;172;65280;an dieser position hat sich nichts geändert;an dieser position hat sich nichts geändert;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254420.mp3;common_voice_de_21254420.mp3;0;177;177;67200;auch das ist hier wiederum die frage;auch das ist hier wiederum die frage;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254431.mp3;common_voice_de_21254431.mp3;0;336;336;128256;trotz der schwerwiegenden menschenrechtsverletzungen nicht zu handeln führ zu vielen problemen;trotz der schwerwiegenden menschenrechtsverletzungen nicht zu handeln führt zu vielen problemen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254432.mp3;common_voice_de_21254432.mp3;0;269;269;102528;wenn wir über ihn herziehen könnte das recht kontraproduktiv sein;wenn wir über ihn herziehen könnte das recht kontraproduktiv sein;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254433.mp3;common_voice_de_21254433.mp3;0;278;278;105984;aber wie kann man denn in unserer welt auf sich aufmerksam machen;aber wie kann man denn in unserer welt auf sich aufmerksam machen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254434.mp3;common_voice_de_21254434.mp3;0;240;240;91392;ich weiß sehr wohl dass wir in diesem punkt noch viele probleme haben;ich weiß sehr wohl dass wir in diesem punkt noch viele probleme haben;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254435.mp3;common_voice_de_21254435.mp3;0;277;277;105600;die beziehungen sind so zu gestalten wie sie für angebracht angesehen werden;die beziehungen sind so zu gestalten wie sie für angebracht angesehen werden;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254450.mp3;common_voice_de_21254450.mp3;0;241;241;91776;weitere europäische gesellschaften geben alarmierende zahlen bekannt;weitere europäische gesellschaften geben alarmierende zahlen bekannt;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254452.mp3;common_voice_de_21254452.mp3;0;251;251;95616;wir trauen uns nicht anspruchsvolle aufgaben zu übernehmen oder neues zu erproben;wir trauen uns nicht anspruchsvolle aufgaben zu übernehmen oder neues zu erproben;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254453.mp3;common_voice_de_21254453.mp3;0;287;287;109440;deshalb wird unsere fraktion den bericht in allen punkten unterstützen;deshalb wird unsere fraktion den bericht in allen punkten unterstützen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254454.mp3;common_voice_de_21254454.mp3;0;241;241;91776;eine reihe von vorschlägen muss die kommission aus technischen gründen zurückweisen;eine reihe von vorschlägen muss die kommission aus technischen gründen zurückweisen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254469.mp3;common_voice_de_21254469.mp3;0;230;230;87552;in den texten die uns heute vorliegen haben wir dies getan;in den texten die uns heute vorliegen haben wir dies getan;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254470.mp3;common_voice_de_21254470.mp3;0;213;213;81024;der krieg schwelte und wir haben ihn schwelen lassen;der krieg schwelte und wir haben ihn schwelen lassen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254509.mp3;common_voice_de_21254509.mp3;0;162;162;61440;er ist ein europäer ersten ranges;er ist ein europäer ersten ranges;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254510.mp3;common_voice_de_21254510.mp3;0;302;302;115200;das ist nicht effektiv abschließend möchte ich noch die internet revolution erwähnen;das ist nicht effektiv abschließend möchte ich noch die internet revolution erwähnen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254511.mp3;common_voice_de_21254511.mp3;0;276;276;105216;zum ersten mal ist wirklich eine regionale herangehensweise angewendet worden;zum ersten mal ist wirklich eine regionale herangehensweise angewendet worden;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254513.mp3;common_voice_de_21254513.mp3;0;300;300;114432;meine fraktion begrüßt ihn heute mittag erreichten informellen waffenstillstand;meine fraktion begrüßt den heute mittag erreichten informellen waffenstillstand;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254515.mp3;common_voice_de_21254515.mp3;0;121;121;45696;wieder einmal nicht;wieder einmal nicht;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254525.mp3;common_voice_de_21254525.mp3;0;274;274;104448;frau präsidentin vielen dank auch für die vielen recht interessanten fragen;frau präsidentin vielen dank auch für die vielen recht interessanten fragen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254536.mp3;common_voice_de_21254536.mp3;0;240;240;91392;das beitrittsgesuch muss nach qualitativen masstäben geprüft werden;das beitrittsgesuch muss nach qualitativen maßstäben geprüft werden;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254549.mp3;common_voice_de_21254549.mp3;0;144;144;54528;das ist äußerst wichtig;das ist äußerst wichtig;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254550.mp3;common_voice_de_21254550.mp3;0;321;321;122496;argwohn unter den mitmenschen hat die beziehungen zwischen den ländern europas dominiert;argwohn unter den mitmenschen hat die beziehungen zwischen den ländern europas dominiert;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254551.mp3;common_voice_de_21254551.mp3;0;228;228;86784;es gibt so viel unbekanntes vor dem man angst haben kann;es gibt so viel unbekanntes vor dem man angst haben kann;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254552.mp3;common_voice_de_21254552.mp3;0;231;231;87936;so sieht es in manchen fällen besser in anderen schlechter aus;so sieht es in manchen fällen besser in anderen schlechter aus;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254554.mp3;common_voice_de_21254554.mp3;0;243;243;92544;das ist was geschieht wenn man mit terroristen verhandelt;das ist was geschieht wenn man mit terroristen verhandelt;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254562.mp3;common_voice_de_21254562.mp3;0;153;153;57984;die situation hat sich jedoch geändert;die situation hat sich jedoch geändert;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254563.mp3;common_voice_de_21254563.mp3;0;268;268;102144;mein zweiter punkt ist dass wir das ständig im auge behalten müssen;mein zweiter punkt ist dass wir das ständig im auge behalten müssen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254574.mp3;common_voice_de_21254574.mp3;0;273;273;104064;außerdem sieht der vorschlag eine verjährungsfrist von fünf jahren vor;außerdem sieht der vorschlag eine verjährungsfrist von fünf jahren vor;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254575.mp3;common_voice_de_21254575.mp3;0;240;240;91392;hier kommt der europäischen union eine wichtige rolle zu;hier kommt der europäischen union eine wichtige rolle zu;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254576.mp3;common_voice_de_21254576.mp3;0;268;268;102144;nach diesen vorbemerkungen will ich die schwierigkeiten nun keineswegs vertuschen;nach diesen vorbemerkungen will ich die schwierigkeiten nun keineswegs vertuschen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254577.mp3;common_voice_de_21254577.mp3;0;110;110;41472;tun sie dies nicht;tun sie dies nicht;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254580.mp3;common_voice_de_21254580.mp3;0;317;317;120960;sie ist ein land das aufgrund seiner geschichte und seiner geograpie zu europa gehört;sie ist ein land das aufgrund seiner geschichte und seiner geografie zu europa gehört;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254585.mp3;common_voice_de_21254585.mp3;0;287;287;109440;dies zu erreichen wäre bereits ein ganz bedeutsamer erfolg und daran arbeiten wehe;dies zu erreichen wäre bereits ein ganz bedeutsamer erfolg und daran arbeiten wir;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254586.mp3;common_voice_de_21254586.mp3;0;283;283;107904;das habe ich nie verstanden und ich habe dabei auch kein besonderes schuld gefühl;das habe ich nie verstanden und ich habe dabei auch kein besonderes schuldgefühl;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254587.mp3;common_voice_de_21254587.mp3;0;254;254;96768;die unternehmen mit denen wir es hier zu tun haben sind recht einflussreich;die unternehmen mit denen wir es hier zu tun haben sind recht einflussreich;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254588.mp3;common_voice_de_21254588.mp3;0;168;168;63744;vor uns liegen zwei strategien;vor uns liegen zwei strategien;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254589.mp3;common_voice_de_21254589.mp3;0;312;312;119040;bislang hat sich die europäische kommission diesbezüglich sehr pragmatisch positioniert;bislang hat sich die europäische kommission diesbezüglich sehr pragmatisch positioniert;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_21254593.mp3;common_voice_de_21254593.mp3;0;197;197;74880;dies ist jedoch ein fragmentarischer ansatz;dies ist jedoch ein fragmentarischer ansatz;train
